cdate,site,run,day,round,time.of.day,treatment,plot,plant,visits,focal.abun,plot.temp,norm.time,obs.visits,obs.rates
2018-07-01,Freiburg,1,1,2,am,no,C2,Gal_mol,0,248,30.66666667,0.364843723,0,0
2018-07-01,Freiburg,1,1,2,am,no,C2,Lot_cor,0,248,30.66666667,0.364843723,1,0.025
2018-07-01,Freiburg,1,1,2,am,no,C2,Tri_rep,3,248,30.66666667,0.364843723,0,NA
2018-07-01,Freiburg,1,1,2,am,no,C3,Cre_cap,5,40,31,0.386746862,2,0.05
2018-07-01,Freiburg,1,1,2,am,no,C3,Gal_mol,2,40,31,0.386746862,0,0
2018-07-01,Freiburg,1,1,2,am,no,C3,Hyp_rad,0,NA,31,0.386746862,0,NA
2018-07-01,Freiburg,1,1,2,am,no,C3,Lot_cor,0,40,31,0.386746862,0,0
2018-07-01,Freiburg,1,1,2,am,no,C3,Pla_lan,0,40,31,0.386746862,0,0
2018-07-01,Freiburg,1,1,2,am,no,C4,Cre_cap,0,66,31.83333333,0.405520982,1,0.015151515
2018-07-01,Freiburg,1,1,2,am,no,C4,Gal_mol,0,66,31.83333333,0.405520982,0,0
2018-07-01,Freiburg,1,1,2,am,no,C4,Pim_sax,0,66,31.83333333,0.405520982,0,0
2018-07-01,Freiburg,1,1,2,am,no,C4,Pla_lan,0,66,31.83333333,0.405520982,0,0
2018-07-01,Freiburg,1,1,2,am,no,C4,Thy_vul,352,66,31.83333333,0.405520982,6,0.004166667
2018-07-01,Freiburg,1,1,2,am,no,C4,Tri_rep,2,66,31.83333333,0.405520982,1,0.041666667
2018-07-01,Freiburg,1,1,2,am,no,C5,Ach_mil,0,28,32.25,0.433682161,0,0
2018-07-01,Freiburg,1,1,2,am,no,C5,Cre_cap,0,28,32.25,0.433682161,4,0.142857143
2018-07-01,Freiburg,1,1,2,am,no,C5,Gal_mol,0,28,32.25,0.433682161,0,0
2018-07-01,Freiburg,1,1,2,am,no,C5,Pla_lan,0,28,32.25,0.433682161,0,0
2018-07-01,Freiburg,1,1,2,am,no,C5,Ste_sp,0,28,32.25,0.433682161,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T1,Cre_cap,9,97,30.25,0.355456663,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T1,Gal_mol,0,97,30.25,0.355456663,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T1,Leo_aut,0,97,30.25,0.355456663,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T1,Pla_lan,4,97,30.25,0.355456663,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T1,Tri_rep,14,97,30.25,0.355456663,1,0.03125
2018-07-01,Freiburg,1,1,2,am,yes,T2,Ach_mil,0,129,30.66666667,0.375273789,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T2,Cre_cap,27,129,30.66666667,0.375273789,2,0.015503876
2018-07-01,Freiburg,1,1,2,am,yes,T2,Gal_mol,0,129,30.66666667,0.375273789,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T2,Lot_cor,0,129,30.66666667,0.375273789,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T2,Pla_lan,2,129,30.66666667,0.375273789,1,0.142857143
2018-07-01,Freiburg,1,1,2,am,yes,T2,Sen_jac,0,129,30.66666667,0.375273789,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T3,Cre_cap,2,116,31.5,0.397176929,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T3,Gal_mol,0,116,31.5,0.397176929,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T3,Lot_cor,1,116,31.5,0.397176929,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T3,Ste_sp,2,116,31.5,0.397176929,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T3,Thy_vul,16,116,31.5,0.397176929,4,0.008
2018-07-01,Freiburg,1,1,2,am,yes,T4,Cre_cap,4,81,32.16666667,0.414908042,6,0.074074074
2018-07-01,Freiburg,1,1,2,am,yes,T4,Gal_mol,0,81,32.16666667,0.414908042,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T4,Pim_sax,0,81,32.16666667,0.414908042,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T4,Pla_lan,0,81,32.16666667,0.414908042,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T4,Thy_vul,25,81,32.16666667,0.414908042,5,0.009363296
2018-07-01,Freiburg,1,1,2,am,yes,T5,Cre_cap,2,39,32.33333333,0.426381115,4,0.102564103
2018-07-01,Freiburg,1,1,2,am,yes,T5,Gal_mol,0,39,32.33333333,0.426381115,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T5,Pim_sax,0,39,32.33333333,0.426381115,1,0.000833333
2018-07-01,Freiburg,1,1,2,am,yes,T5,Pla_lan,1,39,32.33333333,0.426381115,0,0
2018-07-01,Freiburg,1,1,2,am,yes,T5,Thy_vul,0,39,32.33333333,0.426381115,2,0.019047619
2018-07-01,Freiburg,1,1,3,pm,no,C1,Cre_cap,0,16,33.5,0.501477593,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C1,Gal_mol,0,16,33.5,0.501477593,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C1,Pim_sax,0,16,33.5,0.501477593,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C1,Pla_lan,5,16,33.5,0.501477593,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C1,Tri_arv,0,16,33.5,0.501477593,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C1,Tri_pra,8,16,33.5,0.501477593,1,0.083333333
2018-07-01,Freiburg,1,1,3,pm,no,C1,Tri_rep,2,16,33.5,0.501477593,1,0.125
2018-07-01,Freiburg,1,1,3,pm,no,C2,Ach_mil,0,20,34.16666667,0.520251712,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C2,Cre_cap,2,20,34.16666667,0.520251712,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C2,Gal_mol,0,20,34.16666667,0.520251712,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C2,Lot_cor,0,20,34.16666667,0.520251712,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C2,Tri_rep,5,20,34.16666667,0.520251712,2,0.285714286
2018-07-01,Freiburg,1,1,3,pm,no,C3,Cre_cap,0,0,34,0.555713938,0,NA
2018-07-01,Freiburg,1,1,3,pm,no,C3,Gal_mol,0,0,34,0.555713938,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C3,Lot_cor,0,0,34,0.555713938,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C3,Pla_lan,0,0,34,0.555713938,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C3,Tri_rep,3,0,34,0.555713938,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C4,Cre_cap,0,2,33.66666667,0.545283872,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C4,Lot_cor,0,2,33.66666667,0.545283872,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C4,Pim_sax,9,2,33.66666667,0.545283872,4,0.005031447
2018-07-01,Freiburg,1,1,3,pm,no,C4,Pla_lan,0,2,33.66666667,0.545283872,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C4,Thy_vul,140,2,33.66666667,0.545283872,6,0.00487013
2018-07-01,Freiburg,1,1,3,pm,no,C4,Tri_rep,2,2,33.66666667,0.545283872,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C5,Ach_mil,0,2,35.66666667,0.580746097,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C5,Cre_cap,1,2,35.66666667,0.580746097,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C5,Gal_mol,9,2,35.66666667,0.580746097,0,0
2018-07-01,Freiburg,1,1,3,pm,no,C5,Ste_sp,0,2,35.66666667,0.580746097,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Cre_cap,0,10,34.25,0.511907659,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Gal_mol,0,10,34.25,0.511907659,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Lot_cor,0,10,34.25,0.511907659,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Pla_lan,1,10,34.25,0.511907659,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Ste_sp,0,10,34.25,0.511907659,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Tri_pra,0,10,34.25,0.511907659,2,0.142857143
2018-07-01,Freiburg,1,1,3,pm,yes,T1,Tri_rep,0,10,34.25,0.511907659,1,0.05
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Ach_mil,0,4,34.25,0.527552759,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Cre_cap,0,4,34.25,0.527552759,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Gal_mol,2,4,34.25,0.527552759,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Lot_cor,0,4,34.25,0.527552759,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Pla_lan,0,4,34.25,0.527552759,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Sen_jac,0,4,34.25,0.527552759,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T2,Tri_rep,2,4,34.25,0.527552759,1,0.2
2018-07-01,Freiburg,1,1,3,pm,yes,T3,Cre_cap,0,28,34.16666667,0.535896812,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T3,Gal_mol,2,28,34.16666667,0.535896812,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T3,Pla_lan,0,28,34.16666667,0.535896812,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T3,Thy_vul,20,28,34.16666667,0.535896812,1,0.002439024
2018-07-01,Freiburg,1,1,3,pm,yes,T4,Cre_cap,0,4,35,0.564057991,1,0.25
2018-07-01,Freiburg,1,1,3,pm,yes,T4,Gal_mol,2,4,35,0.564057991,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T4,Lot_cor,0,4,35,0.564057991,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T4,Pla_lan,0,4,35,0.564057991,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T4,Thy_vul,3,4,35,0.564057991,1,0.001831502
2018-07-01,Freiburg,1,1,3,pm,yes,T5,Cre_cap,0,5,35.5,0.572402044,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T5,Dau_car,0,5,35.5,0.572402044,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T5,Gal_mol,0,5,35.5,0.572402044,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T5,Pim_sax,2,5,35.5,0.572402044,2,0.003676471
2018-07-01,Freiburg,1,1,3,pm,yes,T5,Pla_lan,0,5,35.5,0.572402044,0,0
2018-07-01,Freiburg,1,1,3,pm,yes,T5,Thy_vul,0,5,35.5,0.572402044,1,0.011111111
2018-07-01,Freiburg,1,1,4,pm,no,C1,Cre_cap,0,2,36.83333333,0.634982443,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C1,Gal_mol,0,2,36.83333333,0.634982443,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C1,Pla_lan,0,2,36.83333333,0.634982443,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C1,Tri_arv,0,2,36.83333333,0.634982443,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C1,Tri_pra,5,2,36.83333333,0.634982443,3,0.1875
2018-07-01,Freiburg,1,1,4,pm,no,C1,Tri_rep,0,2,36.83333333,0.634982443,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C2,Ach_mil,1,0,37,0.652713556,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C2,Cre_cap,0,0,37,0.652713556,0,NA
2018-07-01,Freiburg,1,1,4,pm,no,C2,Gal_mol,7,0,37,0.652713556,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C2,Lot_cor,1,0,37,0.652713556,1,0.023255814
2018-07-01,Freiburg,1,1,4,pm,no,C2,Pla_lan,0,0,37,0.652713556,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C2,Tri_rep,0,0,37,0.652713556,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C3,Cre_cap,0,0,37.16666667,0.675659702,0,NA
2018-07-01,Freiburg,1,1,4,pm,no,C3,Gal_mol,0,0,37.16666667,0.675659702,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C3,Lot_cor,4,0,37.16666667,0.675659702,1,0.125
2018-07-01,Freiburg,1,1,4,pm,no,C3,Pla_lan,0,0,37.16666667,0.675659702,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C3,Tri_rep,2,0,37.16666667,0.675659702,1,0.111111111
2018-07-01,Freiburg,1,1,4,pm,no,C4,Cre_cap,0,0,36.33333333,0.691304801,0,NA
2018-07-01,Freiburg,1,1,4,pm,no,C4,Gal_mol,0,0,36.33333333,0.691304801,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C4,Lot_cor,0,0,36.33333333,0.691304801,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C4,Pim_sax,0,0,36.33333333,0.691304801,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C4,Thy_vul,105,0,36.33333333,0.691304801,6,0.004672897
2018-07-01,Freiburg,1,1,4,pm,no,C4,Tri_rep,0,0,36.33333333,0.691304801,2,0.4
2018-07-01,Freiburg,1,1,4,pm,no,C5,Ach_mil,0,0,36.16666667,0.716336961,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C5,Cre_cap,0,0,36.16666667,0.716336961,0,NA
2018-07-01,Freiburg,1,1,4,pm,no,C5,Gal_mol,0,0,36.16666667,0.716336961,0,0
2018-07-01,Freiburg,1,1,4,pm,no,C5,Pla_lan,0,0,36.16666667,0.716336961,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T1,Cre_cap,0,0,36.83333333,0.644369502,0,NA
2018-07-01,Freiburg,1,1,4,pm,yes,T1,Gal_mol,0,0,36.83333333,0.644369502,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T1,Lot_cor,1,0,36.83333333,0.644369502,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T1,Pla_lan,0,0,36.83333333,0.644369502,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T1,Tri_pra,6,0,36.83333333,0.644369502,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T1,Tri_rep,8,0,36.83333333,0.644369502,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Ach_mil,0,0,37.16666667,0.661057609,1,0.005555556
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Cre_cap,0,0,37.16666667,0.661057609,0,NA
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Gal_mol,0,0,37.16666667,0.661057609,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Lot_cor,0,0,37.16666667,0.661057609,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Sen_jac,2,0,37.16666667,0.661057609,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Tri_cam,0,0,37.16666667,0.661057609,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T2,Tri_rep,0,0,37.16666667,0.661057609,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T3,Cre_cap,0,6,36.75,0.684003755,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T3,Gal_mol,0,6,36.75,0.684003755,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T3,Lot_cor,2,6,36.75,0.684003755,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T3,Pla_lan,0,6,36.75,0.684003755,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T4,Cre_cap,0,0,36.16666667,0.700691861,0,NA
2018-07-01,Freiburg,1,1,4,pm,yes,T4,Gal_mol,0,0,36.16666667,0.700691861,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T4,Lot_cor,0,0,36.16666667,0.700691861,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T4,Pim_sax,0,0,36.16666667,0.700691861,3,0.013333333
2018-07-01,Freiburg,1,1,4,pm,yes,T4,Pla_lan,0,0,36.16666667,0.700691861,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T4,Thy_vul,0,0,36.16666667,0.700691861,3,0.008955224
2018-07-01,Freiburg,1,1,4,pm,yes,T5,Cre_cap,0,0,36.33333333,0.709035914,0,NA
2018-07-01,Freiburg,1,1,4,pm,yes,T5,Dau_car,1,0,36.33333333,0.709035914,1,0.002484344
2018-07-01,Freiburg,1,1,4,pm,yes,T5,Gal_mol,0,0,36.33333333,0.709035914,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T5,Pim_sax,0,0,36.33333333,0.709035914,1,0.000740741
2018-07-01,Freiburg,1,1,4,pm,yes,T5,Pla_lan,0,0,36.33333333,0.709035914,0,0
2018-07-01,Freiburg,1,1,4,pm,yes,T5,Thy_vul,0,0,36.33333333,0.709035914,2,0.028571429
2018-07-02,Freiburg,1,2,1,am,no,C1,Cre_cap,13,112,26.5,0.188102446,6,0.053571429
2018-07-02,Freiburg,1,2,1,am,no,C1,Gal_mol,0,112,26.5,0.188102446,0,0
2018-07-02,Freiburg,1,2,1,am,no,C1,Pla_lan,11,112,26.5,0.188102446,3,0.125
2018-07-02,Freiburg,1,2,1,am,no,C1,Tri_arv,0,112,26.5,0.188102446,0,0
2018-07-02,Freiburg,1,2,1,am,no,C1,Tri_pra,0,112,26.5,0.188102446,1,0.05
2018-07-02,Freiburg,1,2,1,am,no,C1,Tri_rep,2,112,26.5,0.188102446,1,0.125
2018-07-02,Freiburg,1,2,1,am,no,C2,Ach_mil,0,430,26.83333333,0.196454049,0,0
2018-07-02,Freiburg,1,2,1,am,no,C2,Cre_cap,35,430,26.83333333,0.196454049,19,0.044186047
2018-07-02,Freiburg,1,2,1,am,no,C2,Gal_mol,0,430,26.83333333,0.196454049,0,0
2018-07-02,Freiburg,1,2,1,am,no,C2,Lot_cor,0,430,26.83333333,0.196454049,0,0
2018-07-02,Freiburg,1,2,1,am,no,C2,Pla_lan,13,430,26.83333333,0.196454049,2,0.181818182
2018-07-02,Freiburg,1,2,1,am,no,C2,Tri_rep,0,430,26.83333333,0.196454049,0,0
2018-07-02,Freiburg,1,2,1,am,no,C3,Cre_cap,31,178,27.75,0.208981452,8,0.04494382
2018-07-02,Freiburg,1,2,1,am,no,C3,Gal_mol,0,178,27.75,0.208981452,0,0
2018-07-02,Freiburg,1,2,1,am,no,C3,Hyp_rad,1,178,27.75,0.208981452,0,0
2018-07-02,Freiburg,1,2,1,am,no,C3,Lot_cor,0,178,27.75,0.208981452,1,0.1
2018-07-02,Freiburg,1,2,1,am,no,C3,Pla_lan,6,178,27.75,0.208981452,2,0.058823529
2018-07-02,Freiburg,1,2,1,am,no,C3,Ste_sp,0,178,27.75,0.208981452,0,0
2018-07-02,Freiburg,1,2,1,am,no,C3,Thy_vul,0,178,27.75,0.208981452,0,0
2018-07-02,Freiburg,1,2,1,am,no,C3,Tri_rep,0,178,27.75,0.208981452,1,0.5
2018-07-02,Freiburg,1,2,1,am,no,C4,Cre_cap,17,116,29.33333333,0.239256011,10,0.086206897
2018-07-02,Freiburg,1,2,1,am,no,C4,Hyp_rad,1,116,29.33333333,0.239256011,4,0.333333333
2018-07-02,Freiburg,1,2,1,am,no,C4,Leo_aut,0,116,29.33333333,0.239256011,0,0
2018-07-02,Freiburg,1,2,1,am,no,C4,Lot_cor,0,116,29.33333333,0.239256011,0,0
2018-07-02,Freiburg,1,2,1,am,no,C4,Pim_sax,2,116,29.33333333,0.239256011,3,0.005050505
2018-07-02,Freiburg,1,2,1,am,no,C4,Pla_lan,3,116,29.33333333,0.239256011,2,0.153846154
2018-07-02,Freiburg,1,2,1,am,no,C4,Thy_vul,17,116,29.33333333,0.239256011,3,0.003134796
2018-07-02,Freiburg,1,2,1,am,no,C4,Tri_rep,0,116,29.33333333,0.239256011,0,0
2018-07-02,Freiburg,1,2,1,am,no,C5,Ach_mil,0,292,28.5,0.219420956,1,0.005524862
2018-07-02,Freiburg,1,2,1,am,no,C5,Cre_cap,32,292,28.5,0.219420956,21,0.071917808
2018-07-02,Freiburg,1,2,1,am,no,C5,Gal_mol,0,292,28.5,0.219420956,0,0
2018-07-02,Freiburg,1,2,1,am,no,C5,Pla_lan,0,292,28.5,0.219420956,0,0
2018-07-02,Freiburg,1,2,1,am,no,C5,Ste_sp,0,292,28.5,0.219420956,0,0
2018-07-02,Freiburg,1,2,2,am,no,C1,Cre_cap,6,170,32.33333333,0.309200682,6,0.035294118
2018-07-02,Freiburg,1,2,2,am,no,C1,Gal_mol,0,170,32.33333333,0.309200682,0,0
2018-07-02,Freiburg,1,2,2,am,no,C1,Pla_lan,3,170,32.33333333,0.309200682,2,0.068965517
2018-07-02,Freiburg,1,2,2,am,no,C1,Tri_arv,5,170,32.33333333,0.309200682,0,0
2018-07-02,Freiburg,1,2,2,am,no,C1,Tri_pra,0,170,32.33333333,0.309200682,0,0
2018-07-02,Freiburg,1,2,2,am,no,C1,Tri_rep,1,170,32.33333333,0.309200682,1,0.076923077
2018-07-02,Freiburg,1,2,2,am,no,C2,Ach_mil,5,400,32.5,0.317552285,2,0.015384615
2018-07-02,Freiburg,1,2,2,am,no,C2,Cre_cap,34,400,32.5,0.317552285,6,0.015
2018-07-02,Freiburg,1,2,2,am,no,C2,Gal_mol,0,400,32.5,0.317552285,0,0
2018-07-02,Freiburg,1,2,2,am,no,C2,Lot_cor,0,400,32.5,0.317552285,0,0
2018-07-02,Freiburg,1,2,2,am,no,C2,Pla_lan,2,400,32.5,0.317552285,0,0
